             clusters_total filtered_by_depth filtered_by_maxH filtered_by_maxN reads_consens   nsites nhetero heterozygosity
MTR23059             543704            479844              264             1724         61872  5410920   74581        0.01378
MTR23096             658114            576792              344             2284         78694  7118066   92006        0.01293
MTR23120             558911            492971              288             1848         63804  5725922   78765        0.01376
MTR23155             841747            763175              433             2568         75571  7412443   85737        0.01157
MTR23156             768147            694811              585             2467         70284  7671461   83675        0.01091
MTR24119             766993            687432              342             2273         76946  6796782   85884        0.01264
MTR24137             631300            575356              278             2099         53567  5103336   72186        0.01414
MTR24167             715046            637030              342             2217         75457  6563174   83258        0.01269
MTR25524             632927            569837              314             2169         60607  5698869   79032        0.01387
MTR25537             610408            538185              253             2015         69955  5917193   80696        0.01364
MTR25538             626524            562765              301             2080         61378  5423082   75399        0.01390
MTR25597             505895            423599              369             1893         80034  6926535   90933        0.01313
MTR25668             671488            593074              324             2217         75873  6635834   87696        0.01322
MTR25978             795733            739871              434             2535         52893  5628910   72876        0.01295
MTR25984             769560            695449              391             2442         71278  6669559   82984        0.01244
MTR25985             745787            676475              342             2284         66686  6107456   80562        0.01319
MTR26007             539967            482867              235             1768         55097  4752355   70042        0.01474
MTR28056             689975            605849              369             2146         81611  7389519   94599        0.01280
MTR28194             645524            566999              315             2115         76095  7001417   90296        0.01290
MTR28201             685660            593898              337             2142         89283  7921210   99791        0.01260
MTR28206             548410            484468              282             1776         61884  5410161   76749        0.01419
MTR28265             645266            591788              242             2248         50988  4612200   68619        0.01488
MTR28368             695253            604800              396             2230         87827  7885044   99278        0.01259
MTR28392             670446            587199              308             2047         80892  7116337   92741        0.01303
MTR28393             658244            578321              353             2062         77508  6949886   90500        0.01302
MTR28413             696777            613663              342             2175         80597  7277335   93040        0.01278
MTR28414             655587            593714              274             2021         59578  5336625   76902        0.01441
MTR28534             564116            486112              246             1780         75978  6410537   85645        0.01336
MTR28535             967555            859832              807             3338        103578 10862217  114602        0.01055
MTR28538             717582            635829              312             2257         79184  7022091   91741        0.01306
MTR28563             738125            662271              424             2293         73137  7103349   87214        0.01228
MTR28564             755427            665912              345             2192         86978  7714710   95393        0.01237
MTR28565             700715            641241              235             2084         57155  5135790   76735        0.01494
MTR28576             668531            595849              256             2081         70345  6083824   84056        0.01382
MTR28577             632702            570908              293             1892         59609  5346250   75399        0.01410
MTR28578             680121            598792              280             2075         78974  6879773   88322        0.01284
MTR28579             633104            572287              250             1871         58696  5220153   75526        0.01447
MTR28680             757340            680174              399             2338         74429  6827466   86338        0.01265
MTR33060             675532            622798              283             2099         50352  4554405   65935        0.01448
MTR33061             643941            579699              245             2020         61977  5339823   71974        0.01348
MTR33063             636517            568092              331             2170         65924  5980396   75935        0.01270
MTR33431             439382            370210              253             1853         67066  5815867   80906        0.01391
MTR33486            1038237            895324              746             3594        138573 20024581  105275        0.00526
MTR33729             667608            600270              289             2117         64932  6076201   57826        0.00952
MTR34156             536488            477360              258             1922         56948  5324041   71574        0.01344
MTR34236             436327            365842              392             2014         68079  6882104   78083        0.01135
MTR34394             674975            605259              302             2199         67215  6046220   75606        0.01250
MTR34395             653113            582901              308             2208         67696  6081691   79799        0.01312
MTR34472             597752            552672              186             1918         42976  3826940   58409        0.01526
MTR34501             595276            523002              287             2180         69807  6264456   78895        0.01259
MTR34595             677144            620936              409             2494         53305  5547665   71592        0.01290
MTR35000             725062            655113              239             2374         67336  5776887   75445        0.01306
MTR35696             708117            619768              424             2501         85424  8052170  102319        0.01271
MTR35697             719001            632952              503             2487         83059  8075151   98708        0.01222
MTR35698             893045            816563              596             3068         72818  7638719   92400        0.01210
MTR35702             783854            704764              423             2778         75889  7099286   98870        0.01393
MTR35708             772500            699101              297             2131         70971  6427717   97691        0.01520
MTR35709             902191            817969              507             3111         80604  8069945   99798        0.01237
MTR35861             638230            567316              335             2157         68422  6265891   88807        0.01417
MTR35895             698328            620871              330             2389         74738  6727044   93468        0.01389
MTR35916             676638            612919              291             2471         60957  5420610   90414        0.01668
MTR35939             656595            572969              326             2208         81092  7232841   97965        0.01354
MTR35968             638940            568449              324             2103         68064  6138691   87085        0.01419
MTR36074             542386            464226              217             1731         76212  6318389   88370        0.01399
MTR36086             567744            491505              303             1922         74014  6553677   90694        0.01384
MTR36139             631159            549785              278             1979         79117  6742818   92200        0.01367
MTR36275             667009            596650              338             2146         67875  6198094   87031        0.01404
MTR36477             637052            553158              273             2005         81616  7026940   94917        0.01351
MTR36540             544878            470489              249             1817         72323  6238009   86887        0.01393
MTR36731             722334            634318              327             2336         85353  7539983  101834        0.01351
MTR36732             696026            636452              396             2451         56727  5520413   82278        0.01490
MTR36746             655105            577062              289             2127         75627  6539906   92300        0.01411
MTR36819             614720            543460              311             2069         68880  6368358   87370        0.01372
MTR36859             552882            473525              423             2373         76561  7353111   96839        0.01317
MTR36879             539805            476821              213             1765         61006  5230611   77361        0.01479
MTR36939             694849            610613              372             2252         81612  7443709   96069        0.01291
MTR36940             646533            572301              326             2187         71719  6465708   86371        0.01336
MTR36941             730104            650318              338             2265         77183  6728473   90620        0.01347
MTR36942             656411            594139              300             2057         59915  5430641   79435        0.01463
MTR36971             718884            631567              396             2500         84421  7596162   99764        0.01313
MTR37027             673103            598807              389             2408         71499  6792014   87900        0.01294
MTR37287             689686            613063              302             2334         73987  6431008   79584        0.01238
MTR39952             340770            281039              203             1051         58477  5497377   53583        0.00975
MTR40040             571184            489877               87              828         80392  5787683   56698        0.00980
MTR40119             656050            585251              290             2110         68399  6101214   81702        0.01339
MTR40243             817075            719413              296             2598         94768  8116424  121228        0.01494
MTR40374             674115            609965              315             1983         61852  5645023   77638        0.01375
MTR40382             777319            690672              345             2351         83951  7550497   95142        0.01260
MTR40847             668185            595000              342             2044         70799  6442904   85111        0.01321
MTR40904             744982            660510              367             2362         81743  7236783   95767        0.01323
MTR40906             499436            437476              213             1692         60055  5103363   75579        0.01481
MTR40916             672817            584332              363             2141         85981  7611610   96234        0.01264
MTR41369             505483            434257              351             1642         69233  6802545   64034        0.00941
MTR41431             760276            672434              403             2247         85192  7722329   93231        0.01207
MTR41440            1070646            959386              922             3636        106702 11301967  111681        0.00988
MTR41563             677787            594422              356             2247         80762  7174844   94215        0.01313
MTR967911            664777            593189              388             2544         68656  6272423   87493        0.01395
MTR977706            835643            747294              442             3105         84802  7689297   96824        0.01259
PEU488               725042            657076              314             2353         65299  6067967   75428        0.01243
PHV4109              472412            391739              421             1667         78585  7928692   62096        0.00783
PRMS498              808183            740461              475             2688         64559  6637376   84257        0.01269
PRMS499              759750            675691              353             2433         81273  7491292   93003        0.01241
PRMS501              715250            645252              457             2301         67240  6553760   83649        0.01276
PRMS525              805433            723382              406             2443         79202  7308506   93019        0.01273
PRMS528              729748            660201              514             2380         66653  7157722   86014        0.01202
PRMS530              684422            606707              333             2156         75226  6767671   86690        0.01281
PRMS538              661251            599977              308             1986         58980  5368596   77247        0.01439
PRMS539              764992            692037              415             2489         70051  6906665   87129        0.01262
PRMS587              685417            622768              316             2172         60161  5739280   78789        0.01373
PRMS588              705475            622597              320             2149         80409  7142351   90631        0.01269
PRMS589              611153            550931              314             1894         58014  5420430   75814        0.01399
PRMS590              708476            630214              312             2205         75745  6799237   88262        0.01298
PRMS700              687153            625661              330             2101         59061  5482766   76578        0.01397
PRMS734              644688            574414              295             2081         67898  5972220   82158        0.01376
PRMS751              734733            659303              456             2369         72605  7157185   88676        0.01239
PRMS766             1494175           1344595             1300             5177        143103 15887932  151542        0.00954
PRMS767              745204            679596              362             2324         62922  6082574   82572        0.01358
PRMS768             1756127           1591454             1567             6201        156905 18792719  159436        0.00848
PRMS769              731477            670359              427             2322         58369  6087574   78348        0.01287
PRMS795             1343702           1203288             1209             4500        134705 14723171  140103        0.00952
PRMS796              709494            653406              422             2317         53349  5574627   74802        0.01342
PRMS799              881170            798205              557             2828         79580  8322959   96572        0.01160
PRMS845              689530            626344              332             2165         60689  5683884   80223        0.01411
PRMS852              785792            705903              418             2348         77123  7410583   89736        0.01211
PRMS859              653575            589070              344             2045         62116  5886332   79704        0.01354
PRMS860              716834            632994              322             2158         81360  7193924   92885        0.01291
RF23                 693379            618325              439             2356         72259  6820971   91141        0.01336
RF73                 584936            513528              226             1919         69263  5865609   84955        0.01448
SMS473               769103            673735              497             3097         91774  8860348  105037        0.01185
SMS608               664496            589652              292             2080         72472  6403163   86603        0.01353
SMS941               681082            604807              391             2082         73802  6838826   83763        0.01225
SMS963               595544            517672              295             1929         75648  6605583   83157        0.01259
